ID,Description_lang,TierID,Flags,ColumnIndex,TabID,ClassID,SpecID,SpellID,OverridesSpellID,RequiredSpellID,CategoryMask_0,CategoryMask_1,SpellRank_0,SpellRank_1,SpellRank_2,SpellRank_3,SpellRank_4,SpellRank_5,SpellRank_6,SpellRank_7,SpellRank_8,PrereqTalent_0,PrereqTalent_1,PrereqTalent_2,PrereqRank_0,PrereqRank_1,PrereqRank_2
611,,4,0,1,263,0,0,0,0,0,0,0,16266,29079,29080,0,0,0,0,0,0,0,0,0,0,0,0
612,,0,0,2,263,0,0,0,0,0,0,0,16253,16298,16299,16300,16301,0,0,0,0,0,0,0,0,0,0
613,,1,0,1,263,0,0,0,0,0,0,0,16255,16302,16303,16304,16305,0,0,0,0,0,0,0,0,0,0
614,,0,0,1,263,0,0,0,0,0,0,0,17485,17486,17487,17488,17489,0,0,0,0,0,0,0,0,0,0
615,,3,0,2,263,0,0,0,0,0,0,0,16252,16306,16307,16308,16309,0,0,0,0,0,0,0,0,0,0
616,,4,0,2,263,0,0,0,0,0,0,0,16268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,,2,0,2,263,0,0,0,0,0,0,0,16269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,,4,1,3,183,0,0,0,0,0,0,0,16511,0,0,0,0,0,0,0,0,1123,0,0,2,0,0
682,,3,0,1,182,0,0,0,0,0,0,0,16513,16514,16515,16719,16720,0,0,0,0,0,0,0,0,0,0
721,,5,0,2,261,0,0,0,0,0,0,0,16578,16579,16580,16581,16582,0,0,0,0,562,0,0,4,0,0
761,,0,1,1,283,0,0,0,0,339,0,0,16689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,,0,0,0,283,0,0,0,0,0,0,0,16814,16815,16816,16817,16818,0,0,0,0,0,0,0,0,0,0
763,,1,0,1,283,0,0,0,0,0,0,0,16821,16822,16823,16824,16825,0,0,0,0,0,0,0,0,0,0
764,,2,0,3,283,0,0,0,0,0,0,0,16819,16820,0,0,0,0,0,0,0,0,0,0,0,0,0
781,,1,0,3,283,0,0,0,0,0,0,0,16833,16834,16835,0,0,0,0,0,0,0,0,0,0,0,0
782,,2,0,0,283,0,0,0,0,0,0,0,16836,16839,16840,0,0,0,0,0,0,0,0,0,0,0,0
783,,4,0,2,283,0,0,0,0,0,0,0,16845,16846,16847,0,0,0,0,0,0,0,0,0,0,0,0
784,,3,0,2,283,0,0,0,0,0,0,0,16850,16923,16924,16925,16926,0,0,0,0,0,0,0,0,0,0
787,,1,0,0,283,0,0,0,0,0,0,0,16918,16919,16920,0,0,0,0,0,0,0,0,0,0,0,0
788,,2,1,2,283,0,0,0,0,0,0,0,16864,0,0,0,0,0,0,0,0,791,0,0,4,0,0
789,,4,0,1,283,0,0,0,0,0,0,0,16880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,,5,0,1,283,0,0,0,0,0,0,0,16896,16897,16899,16900,16901,0,0,0,0,789,0,0,0,0,0
791,,1,0,2,283,0,0,0,0,0,0,0,16902,16903,16904,16905,16906,0,0,0,0,0,0,0,0,0,0
792,,3,0,1,283,0,0,0,0,0,0,0,16909,16910,16911,16912,16913,0,0,0,0,763,0,0,4,0,0
793,,6,1,1,283,0,0,0,0,0,0,0,24858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,,1,0,2,281,0,0,0,0,0,0,0,16929,16930,16931,16932,16933,0,0,0,0,0,0,0,0,0,0
795,,0,0,2,281,0,0,0,0,0,0,0,16858,16859,16860,16861,16862,0,0,0,0,0,0,0,0,0,0
796,,0,0,1,281,0,0,0,0,0,0,0,16934,16935,16936,16937,16938,0,0,0,0,0,0,0,0,0,0
797,,1,0,1,281,0,0,0,0,0,0,0,16940,16941,0,0,0,0,0,0,0,0,0,0,0,0,0
798,,2,0,2,281,0,0,0,0,0,0,0,16942,16943,16944,0,0,0,0,0,0,0,0,0,0,0,0
799,,1,0,0,281,0,0,0,0,0,0,0,16947,16948,16949,16950,16951,0,0,0,0,0,0,0,0,0,0
800,,3,0,2,281,0,0,0,0,0,0,0,16952,16954,0,0,0,0,0,0,0,798,0,0,2,0,0
801,,3,0,3,281,0,0,0,0,0,0,0,16958,16961,0,0,0,0,0,0,0,798,0,0,2,0,0
802,,3,0,0,281,0,0,0,0,0,0,0,16966,16968,0,0,0,0,0,0,0,0,0,0,0,0,0
803,,3,0,1,281,0,0,0,0,0,0,0,16972,16974,16975,0,0,0,0,0,0,0,0,0,0,0,0
804,,2,1,1,281,0,0,0,0,0,0,0,16979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,,4,0,0,281,0,0,0,0,0,0,0,16998,16999,0,0,0,0,0,0,0,0,0,0,0,0,0
807,,2,0,0,281,0,0,0,0,0,0,0,17002,24866,0,0,0,0,0,0,0,0,0,0,0,0,0
808,,5,0,1,281,0,0,0,0,0,0,0,17003,17004,17005,17006,24894,0,0,0,0,803,0,0,2,0,0
809,,6,1,1,281,0,0,0,0,0,0,0,17007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,,0,0,1,282,0,0,0,0,0,0,0,17050,17051,17053,17054,17055,0,0,0,0,0,0,0,0,0,0
822,,0,0,2,282,0,0,0,0,0,0,0,17056,17058,17059,17060,17061,0,0,0,0,0,0,0,0,0,0
823,,1,0,1,282,0,0,0,0,0,0,0,17063,17065,17066,17067,17068,0,0,0,0,0,0,0,0,0,0
824,,1,0,0,282,0,0,0,0,0,0,0,17069,17070,17071,17072,17073,0,0,0,0,0,0,0,0,0,0
825,,5,0,2,282,0,0,0,0,0,0,0,17074,17075,17076,17077,17078,0,0,0,0,0,0,0,0,0,0
826,,1,0,2,282,0,0,0,0,0,0,0,17079,17082,0,0,0,0,0,0,0,0,0,0,4,0,0
827,,2,1,2,282,0,0,0,0,0,0,0,5570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,,4,0,2,282,0,0,0,0,0,0,0,17104,24943,24944,24945,24946,0,0,0,0,827,0,0,0,0,0
829,,2,0,1,282,0,0,0,0,0,0,0,17106,17107,17108,0,0,0,0,0,0,0,0,0,0,0,0
830,,3,0,3,282,0,0,0,0,0,0,0,17111,17112,17113,0,0,0,0,0,0,0,0,0,0,0,0
831,,4,1,0,282,0,0,0,0,0,0,0,17116,0,0,0,0,0,0,0,0,824,0,0,4,0,0
841,,2,0,3,282,0,0,0,0,0,0,0,17118,17119,17120,17121,17122,0,0,0,0,0,0,0,0,0,0
842,,4,0,3,282,0,0,0,0,0,0,0,17123,17124,0,0,0,0,0,0,0,0,0,0,0,0,0
843,,3,0,1,282,0,0,0,0,0,0,0,24968,24969,24970,24971,24972,0,0,0,0,0,0,0,0,0,0
844,,6,1,1,282,0,0,0,0,0,0,0,18562,0,0,0,0,0,0,0,0,843,0,0,4,0,0
881,,3,0,2,203,0,0,0,0,0,0,0,17322,17323,17325,0,0,0,0,0,0,0,0,0,0,0,0
901,,6,1,1,263,0,0,0,0,0,0,0,17364,0,0,0,0,0,0,0,0,611,0,0,2,0,0
921,,0,0,2,283,0,0,0,0,0,0,0,17245,17247,17248,17249,0,0,0,0,0,761,0,0,0,0,0
941,,0,0,2,301,0,0,0,0,0,0,0,17778,17779,17780,17781,17782,0,0,0,0,0,0,0,0,0,0
943,,1,0,1,301,0,0,0,0,0,0,0,17788,17789,17790,17791,17792,0,0,0,0,0,0,0,0,0,0
944,,0,0,1,301,0,0,0,0,0,0,0,17793,17796,17801,17802,17803,0,0,0,0,0,0,0,0,0,0
961,,4,0,1,301,0,0,0,0,0,0,0,17815,17833,17834,17835,17836,0,0,0,0,0,0,0,0,0,0
963,,2,1,3,301,0,0,0,0,0,0,0,17877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,,3,0,1,301,0,0,0,0,0,0,0,17917,17918,0,0,0,0,0,0,0,0,0,0,0,0,0
965,,3,0,3,301,0,0,0,0,0,0,0,17927,17929,17930,17931,17932,0,0,0,0,0,0,0,0,0,0
966,,5,0,2,301,0,0,0,0,0,0,0,17954,17955,17956,17957,17958,0,0,0,0,0,0,0,0,0,0
967,,4,0,2,301,0,0,0,0,0,0,0,17959,0,0,0,0,0,0,0,0,981,0,0,4,0,0
968,,6,1,1,301,0,0,0,0,0,0,0,17962,0,0,0,0,0,0,0,0,961,0,0,4,0,0
981,,2,0,2,301,0,0,0,0,0,0,0,18130,18131,18132,18133,18134,0,0,0,0,0,0,0,0,0,0
982,,1,0,2,301,0,0,0,0,0,0,0,18119,18120,18121,18122,18123,0,0,0,0,0,0,0,0,0,0
983,,2,0,0,301,0,0,0,0,0,0,0,18126,18127,0,0,0,0,0,0,0,0,0,0,0,0,0
984,,2,0,1,301,0,0,0,0,0,0,0,18128,18129,0,0,0,0,0,0,0,0,0,0,0,0,0
985,,3,0,0,301,0,0,0,0,0,0,0,18135,18136,0,0,0,0,0,0,0,0,0,0,0,0,0
986,,4,0,0,301,0,0,0,0,0,0,0,18096,18073,0,0,0,0,0,0,0,985,0,0,1,0,0
1001,,2,0,1,302,0,0,0,0,0,0,0,17783,17784,17785,17786,17787,0,0,0,0,0,0,0,0,0,0
1002,,3,0,1,302,0,0,0,0,0,0,0,18094,18095,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,,0,0,2,302,0,0,0,0,0,0,0,17810,17811,17812,17813,17814,0,0,0,0,0,0,0,0,0,0
1004,,1,0,3,302,0,0,0,0,0,0,0,17804,17805,17806,17807,17808,0,0,0,0,0,0,0,0,0,0
1005,,0,0,1,302,0,0,0,0,0,0,0,18174,18175,18176,18177,18178,0,0,0,0,0,0,0,0,0,0
1006,,1,0,0,302,0,0,0,0,0,0,0,18179,18180,18181,0,0,0,0,0,0,0,0,0,0,0,0
1007,,1,0,2,302,0,0,0,0,0,0,0,18182,18183,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,,3,0,0,302,0,0,0,0,0,0,0,18218,18219,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,,6,1,1,302,0,0,0,0,0,0,0,18220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,,4,1,1,302,0,0,0,0,0,0,0,18265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,,5,0,1,302,0,0,0,0,0,0,0,18271,18272,18273,18274,18275,0,0,0,0,1041,0,0,0,0,0
1061,,2,1,2,302,0,0,0,0,0,0,0,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,,4,1,2,302,0,0,0,0,0,0,0,18223,0,0,0,0,0,0,0,0,1061,0,0,0,0,0
1082,,4,0,3,302,0,0,0,0,0,0,0,18310,18311,18312,18313,0,0,0,0,0,1081,0,0,0,0,0
1101,,1,0,1,302,0,0,0,0,0,0,0,18213,18372,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,,3,0,3,302,0,0,0,0,0,0,0,17864,18393,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,,5,0,2,181,0,0,0,0,0,0,0,18427,18428,18429,0,0,0,0,0,0,0,0,0,0,0,0
1123,,3,0,2,183,0,0,0,0,0,0,0,14171,14172,14173,0,0,0,0,0,0,0,0,0,0,0,0
1162,,4,1,2,281,0,0,0,0,0,0,0,16857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,,1,0,2,202,0,0,0,0,0,0,0,18530,18531,18533,18534,18535,0,0,0,0,0,0,0,0,0,0
1201,,4,0,1,201,0,0,0,0,0,0,0,18551,18552,18553,18554,18555,0,0,0,0,0,0,0,0,0,0
1202,,5,0,2,201,0,0,0,0,0,0,0,18544,18547,18548,18549,18550,0,0,0,0,0,0,0,0,0,0
1221,,0,0,0,303,0,0,0,0,0,0,0,18692,18693,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,,0,0,1,303,0,0,0,0,0,0,0,18694,18695,18696,0,0,0,0,0,0,0,0,0,0,0,0
1223,,0,0,2,303,0,0,0,0,0,0,0,18697,18698,18699,18700,18701,0,0,0,0,0,0,0,0,0,0
1224,,1,0,0,303,0,0,0,0,0,0,0,18703,18704,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,,1,0,1,303,0,0,0,0,0,0,0,18705,18706,18707,0,0,0,0,0,0,0,0,0,0,0,0
1226,,2,1,1,303,0,0,0,0,0,0,0,18708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,,3,0,1,303,0,0,0,0,0,0,0,18709,18710,0,0,0,0,0,0,0,1226,0,0,0,0,0
1241,,2,0,2,303,0,0,0,0,0,0,0,18748,18749,18750,18751,18752,0,0,0,0,0,0,0,0,0,0
1242,,1,0,2,303,0,0,0,0,0,0,0,18731,18743,18744,18745,18746,0,0,0,0,0,0,0,0,0,0
1243,,2,0,0,303,0,0,0,0,0,0,0,18754,18755,18756,0,0,0,0,0,0,0,0,0,0,0,0
1244,,5,0,2,303,0,0,0,0,0,0,0,23785,23822,23823,23824,23825,0,0,0,0,1262,0,0,4,0,0
1261,,4,0,3,303,0,0,0,0,0,0,0,18767,18768,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,,3,0,2,303,0,0,0,0,0,0,0,18769,18770,18771,18772,18773,0,0,0,0,0,0,0,4,0,0
1263,,6,0,2,303,0,0,0,0,0,0,0,18774,18775,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,,4,1,1,303,0,0,0,0,0,0,0,18788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,,6,1,1,303,0,0,0,0,0,0,0,19028,0,0,0,0,0,0,0,0,1281,0,0,0,0,0
1283,,4,0,0,303,0,0,0,0,0,0,0,18821,18822,18823,18824,18825,0,0,0,0,0,0,0,0,0,0
1284,,2,0,0,302,0,0,0,0,0,0,0,18827,18829,18830,0,0,0,0,0,0,0,0,0,0,0,0
1301,,0,0,1,362,0,0,0,0,0,0,0,19151,19152,19153,0,0,0,0,0,0,0,0,0,0,0,0
1303,,5,0,2,362,0,0,0,0,0,0,0,19168,19180,19181,24296,24297,0,0,0,0,0,0,0,0,0,0
1304,,1,0,0,362,0,0,0,0,0,0,0,19184,19387,19388,19389,19390,0,0,0,0,0,0,0,0,0,0
1305,,1,0,2,362,0,0,0,0,0,0,0,19228,19232,19233,19234,19235,0,0,0,0,0,0,0,0,0,0
1306,,2,0,0,362,0,0,0,0,0,0,0,19239,19245,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,,2,1,2,362,0,0,0,0,0,0,0,19263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,,3,0,3,362,0,0,0,0,0,0,0,19286,19287,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,,3,0,1,362,0,0,0,0,0,0,0,19290,19294,24283,0,0,0,0,0,0,0,0,0,0,0,0
